symbol,baseMean,log2_FoldChange,lfcSE,stat,minus_log10_pvalue,minus_log10_padjvalue
ERH,2248,0.341,0.1,2.8,2.25,1.09
ERI3,330,0.201,0.1,1.8,1.15,0.58
ERLEC1,1207,0.358,0.1,2.4,1.83,0.91
ERO1A,1801,0.033,0.1,0.2,0.09,0.04
ERP29,5373,0.174,0.1,1.5,0.87,0.45
ERP44,2038,-0.037,0.1,-0.3,0.11,0.05
ERVK3.1,597,0.316,0.1,2.5,1.94,0.96
ESD,1454,0.017,0.1,0.1,0.04,0.02
ETF1,1836,-0.109,0.1,-0.7,0.34,0.17
ETV3,635,-0.152,0.1,-1,0.51,0.26
EWSR1,3236,-0.144,0.1,-1.3,0.7,0.36
EXOC1,548,-0.28,0.1,-2.1,1.49,0.76
EXOC3,995,-0.259,0.1,-1.8,1.11,0.56
EXOC4,1135,0.161,0.1,1.2,0.64,0.33
EXOSC10,789,-0.297,0.1,-2,1.33,0.67
EXOSC2,346,-0.038,0.1,-0.3,0.11,0.05
EXOSC7,335,0.412,0.1,3,2.51,1.21
EXOSC9,569,0.224,0.1,1.7,1.08,0.55
FAF2,623,0.079,0.1,0.7,0.3,0.15
FAM114A2,524,0.048,0.1,0.3,0.13,0.06
FAM120A,2891,-0.291,0.1,-2.5,1.92,0.95
FAM120AOS,741,0.066,0.1,0.8,0.35,0.17
FAM133B,413,-0.2,0.1,-1.4,0.77,0.4
FAM149B1,384,-0.552,0.1,-4.3,4.75,2.38
FAM204A,1088,0.068,0.1,0.6,0.23,0.11
FAM210A,307,0.049,0.1,0.3,0.13,0.06
FAM217B,726,0.183,0.1,1.2,0.67,0.34
FAM32A,1719,-0.014,0.1,-0.1,0.04,0.02
FAM3A,273,-0.251,0.1,-1.8,1.17,0.59
FAM53C,584,-0.13,0.1,-0.9,0.42,0.21
FAM8A1,912,0.1,0.1,0.7,0.3,0.15
FASTKD2,503,0.196,0.1,1.3,0.72,0.37
FBXO22,341,0.215,0.1,1.7,1.02,0.52
FBXO25,525,0.401,0.1,3.1,2.75,1.31
FBXO34,689,0.1,0.1,0.7,0.33,0.17
FBXO38,580,-0.359,0.1,-2.6,2.04,1.01
FBXO42,526,-0.003,0.1,0,0.01,0
FBXW2,1681,0.042,0.1,0.3,0.14,0.06
FBXW5,917,-0.179,0.1,-1.2,0.67,0.34
FDFT1,1913,0.476,0.1,4.2,4.57,2.26
FDPS,943,0.22,0.1,1.8,1.14,0.58
FECH,452,0.216,0.1,1.7,1.01,0.52
FEM1A,364,-0.09,0.1,-0.6,0.28,0.14
FEM1B,1797,1.00E-03,0.1,0,0,0
FGD3,1642,-0.137,0.1,-0.9,0.45,0.23
FGFR1OP2,1994,0.198,0.1,1.8,1.19,0.61
FIBP,662,0.155,0.1,1.1,0.55,0.28
FIP1L1,1185,0.076,0.1,0.5,0.23,0.11
FIS1,1169,0.055,0.1,0.4,0.16,0.07
FKBP3,842,0.028,0.1,0.2,0.08,0.04
FLAD1,340,-0.066,0.1,-0.4,0.18,0.09
FLI1,4061,0.04,0.1,0.4,0.15,0.07
FLOT1,1448,-0.008,0.1,-0.1,0.02,0.01
FLOT2,2749,0.212,0.1,1.4,0.82,0.42
FMR1,984,-0.121,0.1,-0.9,0.42,0.21
FNDC3A,859,-0.088,0.1,-0.6,0.28,0.14
FNTA,1788,0.271,0.1,2.2,1.59,0.8
FNTB,156,-0.524,0.1,-3.7,3.61,1.7
FOXJ2,681,-0.098,0.1,-1.1,0.6,0.31
FOXJ3,1275,0.139,0.1,1,0.51,0.26
FOXN2,1519,-0.061,0.1,-0.5,0.23,0.11
FOXO3,806,-0.304,0.1,-2.4,1.79,0.89
FRA10AC1,340,0.173,0.1,1.2,0.62,0.32
FRG1,881,0.102,0.1,0.9,0.46,0.23
FRG1HP.1,397,0.08,0.1,0.5,0.23,0.11
FRMD8,597,-1.00E-03,0.1,0,0,0
FRYL,1423,0.012,0.1,0.1,0.04,0.02
FSAF1,353,0.093,0.1,0.8,0.4,0.2
FTSJ1,522,0.127,0.1,1.1,0.56,0.29
FTSJ3,790,-0.049,0.1,-0.3,0.14,0.06
FUBP3,759,-0.097,0.1,-0.8,0.37,0.18
FUNDC2,1183,0.235,0.1,1.8,1.11,0.57
FUS,4154,-0.172,0.1,-1.4,0.76,0.39
FXR1,2061,-0.007,0.1,-0.1,0.03,0.01
FXR2,349,-0.136,0.1,-0.9,0.45,0.23
FYB1,7433,-0.256,0.1,-1.8,1.16,0.59
GALNT7,674,-0.023,0.1,-0.2,0.07,0.03
GANAB,4262,0.015,0.1,0.1,0.04,0.02
GAPVD1,814,-0.217,0.1,-2.1,1.45,0.73
GARS1,1291,0.257,0.1,2.3,1.72,0.86
GATAD2B,882,-0.088,0.1,-0.7,0.31,0.16
GATC,896,-0.236,0.1,-1.7,1.08,0.55
GCDH,316,0.142,0.1,1,0.52,0.26
GEMIN7,298,0.501,0.1,3.8,3.78,1.8
GET3,955,0.159,0.1,1.1,0.57,0.29
GET4,275,-0.072,0.1,-0.6,0.25,0.12
GFM1,957,-0.037,0.1,-0.3,0.1,0.05
GFOD2,192,0.179,0.1,1.2,0.65,0.33
GFUS,470,0.023,0.1,0.2,0.09,0.04
GGPS1,895,0.209,0.1,1.7,1.02,0.52
GHDC,343,-0.126,0.1,-0.9,0.4,0.2
GHITM,4553,0.103,0.1,0.9,0.46,0.23
GID8,1371,0.179,0.1,1.7,1.03,0.53
GIGYF2,937,-0.282,0.1,-1.9,1.28,0.65
GINM1,639,-0.085,0.1,-0.6,0.24,0.12
GIT2,1673,-0.145,0.1,-1.2,0.66,0.34
GLE1,881,0.118,0.1,0.8,0.39,0.2
GLO1,1889,0.51,0.1,3.9,3.96,1.89
GLOD4,1306,0.311,0.1,2.5,1.91,0.95
GLRX5,548,0.126,0.1,0.9,0.41,0.21
GLT8D1,618,0.14,0.1,1,0.5,0.25
GLUD1,3787,-0.066,0.1,-0.5,0.22,0.11
GMPR2,1046,0.083,0.1,0.7,0.29,0.14
GMPS,1080,0.255,0.1,1.7,1.08,0.55
GNAI3,2833,0.068,0.1,0.5,0.2,0.09
GNB1,6606,-0.049,0.1,-0.3,0.13,0.06
GNL3,978,0.093,0.1,0.7,0.31,0.16
GNPAT,936,-0.03,0.1,-0.2,0.09,0.04
GOLGA5,534,-0.145,0.1,-1,0.48,0.24
GOLGA7,1181,0.146,0.1,1.1,0.58,0.29
GOLM2,1948,-0.014,0.1,-0.1,0.04,0.02
GOLPH3,2809,0.184,0.1,1.6,0.94,0.48
GOPC,858,0.032,0.1,0.2,0.1,0.04
GOSR2,708,0.135,0.1,1,0.47,0.24
GPAA1,481,0.07,0.1,0.5,0.23,0.11
GPAT4,1049,-0.472,0.1,-3.2,2.94,1.38
GPAT4.AS1,783,0.285,0.1,2.1,1.49,0.75
GPATCH3,282,0.015,0.1,0.1,0.05,0.02
GPBP1,2996,0.121,0.1,1,0.5,0.25
GPBP1L1,2196,-0.024,0.1,-0.2,0.09,0.04
GPI,2038,0.166,0.1,1.2,0.62,0.32
GPN1,961,0.256,0.1,2,1.31,0.67
GPR107,803,-0.39,0.1,-2.7,2.21,1.08
GPS1,867,0.014,0.1,0.1,0.05,0.02
GPSM3,5071,0.013,0.1,0.1,0.05,0.02
GRPEL1,643,0.201,0.1,1.8,1.1,0.56
GRSF1,2123,0.148,0.1,1.5,0.87,0.44
GSK3A,1012,-0.094,0.1,-0.7,0.33,0.17
GSR,1515,-0.099,0.1,-0.7,0.3,0.15
GSS,457,-0.1,0.1,-0.9,0.42,0.21
GSTK1,3214,-0.067,0.1,-0.7,0.31,0.15
GTF2A1,1090,0.184,0.1,1.2,0.66,0.34
GTF2A2,878,0.172,0.1,1.3,0.71,0.36
GTF2B,875,0.21,0.1,1.5,0.84,0.43
GTF2E1,383,0.27,0.1,1.9,1.21,0.62
GTF2E2,603,0.241,0.1,1.8,1.18,0.6
GTF2F1,1191,-0.068,0.1,-0.5,0.2,0.1
GTF2H1,659,-0.037,0.1,-0.3,0.1,0.05
GTF2H5,392,0.216,0.1,1.6,0.96,0.49
GTF3A,3216,0.319,0.1,2.3,1.65,0.83
GTF3C2,749,-0.444,0.1,-3.3,2.95,1.39
GTF3C3,552,-0.168,0.1,-1.4,0.78,0.4
GTF3C4,503,0.166,0.1,1.3,0.72,0.37
GTPBP8,248,0.099,0.1,0.7,0.33,0.16
GUF1,394,0.041,0.1,0.3,0.13,0.06
GUK1,1432,0.25,0.1,2.4,1.74,0.87
GYG1,1554,0.154,0.1,1.1,0.58,0.29
H1.10,3208,0.177,0.1,1.3,0.68,0.35
H3.3B,11119,-0.017,0.1,-0.1,0.05,0.02
HACL1,354,0.139,0.1,1,0.5,0.26
HAGH,372,-0.172,0.1,-1.2,0.63,0.32
HAPSTR1,2368,-0.111,0.1,-1.2,0.66,0.34
HARS1,969,0.108,0.1,1.1,0.57,0.29
HAT1,1020,0.178,0.1,1.2,0.65,0.33
HAX1,1260,0.34,0.1,2.3,1.72,0.86
HBS1L,670,0.193,0.1,1.3,0.74,0.38
HCFC1,951,-0.061,0.1,-0.4,0.18,0.08
HCLS1,11307,-1.00E-03,0.1,0,0,0
HCST,1354,0.375,0.1,2.8,2.26,1.1
HDAC1,2764,0.236,0.1,1.6,0.97,0.5
HDAC2,1443,-0.007,0.1,-0.1,0.02,0.01
HDGFL2,439,-0.079,0.1,-0.6,0.24,0.12
HEATR5B,793,-0.366,0.1,-2.6,2.02,1
HECA,2881,0.147,0.1,1.4,0.82,0.42
HERC4,1014,-0.085,0.1,-0.7,0.3,0.15
HERPUD2,1324,0.354,0.1,3.3,2.94,1.39
HGH1,168,0.279,0.1,1.9,1.26,0.64
HIBADH,378,0.236,0.1,2.2,1.59,0.8
HIGD1A,1586,0.166,0.1,1.2,0.65,0.33
HIKESHI,596,0.389,0.1,2.7,2.21,1.08
HIPK1,1995,-0.326,0.1,-3.2,2.82,1.35
HLA.A,38503,0.28,0.1,2.1,1.48,0.75
HLA.F,3773,0.035,0.1,0.3,0.12,0.06
HMG20A,549,0.027,0.1,0.2,0.09,0.04
HMGN2,9965,0.251,0.1,1.7,1.05,0.54
HMGN4,3268,0.437,0.1,3.3,2.97,1.39
HNRNPA1,34771,0.292,0.1,2.1,1.48,0.75
HNRNPA2B1,15510,0.083,0.1,0.7,0.31,0.16
HNRNPA3,6740,0.278,0.1,1.9,1.21,0.62
HNRNPAB,1704,0.138,0.1,1,0.5,0.25
HNRNPC,13802,0.419,0.1,2.9,2.47,1.19
HNRNPD,5350,0.085,0.1,0.9,0.46,0.23
HNRNPF,6403,0.378,0.1,2.5,1.96,0.97
HNRNPH3,3451,0.055,0.1,0.5,0.22,0.11
HNRNPK,14827,0.131,0.1,1.1,0.56,0.29
HNRNPL,4424,0.043,0.1,0.4,0.17,0.08
HNRNPM,4467,0.166,0.1,1.5,0.85,0.44
HNRNPR,3847,0.149,0.1,1.1,0.59,0.3
HNRNPU,9778,0.015,0.1,0.1,0.05,0.02
HNRNPUL1,4467,0.03,0.1,0.2,0.09,0.04
HNRNPUL2,3883,0.105,0.1,0.7,0.33,0.17
HPCAL1,912,-0.147,0.1,-1,0.49,0.25
HPF1,337,0.356,0.1,2.5,1.92,0.95
HPS3,1113,0.183,0.1,1.3,0.74,0.38
HPS5,688,-0.009,0.1,-0.1,0.02,0.01
HSF1,672,-0.331,0.1,-2.7,2.18,1.06
HSP90AA1,12564,0.257,0.1,1.9,1.2,0.61
HSPA4,1793,-0.02,0.1,-0.1,0.05,0.02
HSPA5,7358,0.156,0.1,1.1,0.54,0.27
HSPA9,3371,0.098,0.1,1.1,0.56,0.29
HUS1,375,-0.037,0.1,-0.3,0.1,0.05
HYCC2,745,-0.144,0.1,-1,0.49,0.25
IAH1,681,0.218,0.1,1.6,0.94,0.48
IARS1,1310,0.156,0.1,1.1,0.58,0.3
IARS2,1966,0.148,0.1,1,0.5,0.25
IBTK,1256,-0.085,0.1,-0.6,0.29,0.14
ICAM3,3944,0.113,0.1,0.8,0.36,0.18
IDE,612,-0.081,0.1,-0.8,0.35,0.18
IDH3B,1043,-0.165,0.1,-1.4,0.8,0.41
IDH3G,819,-0.146,0.1,-1,0.52,0.26
IDI1,1219,0.209,0.1,1.5,0.85,0.43
IER3IP1,946,0.163,0.1,1.2,0.62,0.32
IFNAR1,1887,-0.112,0.1,-0.8,0.39,0.2
IFNAR2,1251,0.115,0.1,1,0.52,0.26
IGBP1,2203,0.228,0.1,1.9,1.25,0.63
IK,2602,0.075,0.1,0.8,0.35,0.17
IKBKE,531,-0.036,0.1,-0.2,0.09,0.04
IL27RA,1105,-0.054,0.1,-0.4,0.16,0.07
ILF2,2066,0.276,0.1,1.9,1.28,0.65
ILKAP,412,0.086,0.1,0.7,0.34,0.17
IMMT,1331,-0.03,0.1,-0.3,0.11,0.05
IMP4,739,0.146,0.1,1,0.52,0.26
IMPACT,643,0.00E+00,0.1,0,0,0
ING1,609,0.088,0.1,0.7,0.32,0.16
ING3,508,-0.029,0.1,-0.2,0.09,0.04
ING4,676,0.25,0.1,1.9,1.2,0.61
INIP,823,-0.118,0.1,-0.8,0.37,0.18
INPP5K,894,-0.029,0.1,-0.2,0.07,0.03
INTS10,1111,-0.108,0.1,-0.9,0.44,0.22
INTS12,319,0.109,0.1,0.9,0.44,0.22
INTS15,569,0.171,0.1,1.5,0.89,0.46
INTS9,338,0.249,0.1,1.9,1.23,0.63
IPO8,1329,0.219,0.1,1.6,0.96,0.49
IQSEC1,2082,-0.351,0.1,-2.7,2.15,1.05
IRAG2,1065,-0.242,0.1,-2,1.36,0.69
IREB2,1719,-0.136,0.1,-1.2,0.63,0.32
IRF2,1957,0.138,0.1,1,0.48,0.24
ISCA1,996,0.214,0.1,1.6,0.94,0.48
ISCU,1687,0.321,0.1,2.5,1.91,0.95
ISG20L2,879,0.138,0.1,1.1,0.53,0.27
IST1,2449,-0.104,0.1,-1,0.47,0.24
ISY1,977,0.196,0.1,1.8,1.16,0.59
ITSN2,1819,-0.255,0.1,-2.1,1.48,0.75
IVNS1ABP,2296,-0.34,0.1,-2.4,1.81,0.91
IWS1,683,-0.111,0.1,-0.9,0.44,0.22
JARID2,721,-0.391,0.1,-2.8,2.29,1.12
JMJD6,394,0.172,0.1,1.5,0.87,0.45
JTB,1898,0.138,0.1,1,0.5,0.25
KANSL2,410,0.016,0.1,0.1,0.04,0.02
KANSL3,763,-0.191,0.1,-1.4,0.79,0.41
KARS1,3417,0.108,0.1,1,0.48,0.24
KAT7,891,0.185,0.1,1.4,0.77,0.39
KATNBL1,392,-0.158,0.1,-1.1,0.54,0.28
KBTBD2,910,-0.23,0.1,-1.7,1.05,0.54
KCMF1,1126,-0.053,0.1,-0.4,0.16,0.07
KCTD18,595,0.07,0.1,0.6,0.27,0.13
KCTD2,530,-0.043,0.1,-0.4,0.15,0.07
KCTD5,553,0.031,0.1,0.2,0.08,0.04
KDM1A,970,-0.026,0.1,-0.2,0.09,0.04
KDM3B,1521,-0.34,0.1,-2.4,1.74,0.87
KHDRBS1,3933,0.12,0.1,1.4,0.77,0.39
KIAA1191,1083,0.259,0.1,2.2,1.59,0.8
KIF5B,2193,-0.29,0.1,-2,1.34,0.68
KIN,301,-0.109,0.1,-0.8,0.37,0.18
KLF16,436,0.048,0.1,0.4,0.17,0.08
KLF3,2601,-0.152,0.1,-1.1,0.57,0.29
KLHDC2,784,0.211,0.1,1.9,1.27,0.64
KLHDC3,1312,0.172,0.1,1.4,0.83,0.42
KLHL12,694,0.097,0.1,1,0.48,0.25
KLHL6,786,-0.375,0.1,-2.6,1.99,0.99
KMT5B,965,-0.028,0.1,-0.2,0.08,0.04
KPNA3,1313,0.331,0.1,2.4,1.73,0.87
KPNA4,1787,0.117,0.1,1.1,0.56,0.28
KPNA6,912,0.061,0.1,0.7,0.3,0.15
KRAS,1502,0.261,0.1,1.8,1.16,0.59
KRCC1,1078,0.26,0.1,2.1,1.48,0.75
KRTCAP2,786,0.346,0.1,2.3,1.69,0.85
KXD1,779,-0.024,0.1,-0.2,0.09,0.04
KYAT3,606,-0.086,0.1,-0.8,0.38,0.19
LAMTOR5,1155,0.164,0.1,1.1,0.6,0.31
LARP4B,1266,-0.2,0.1,-1.4,0.83,0.42
LAS1L,611,0.074,0.1,0.5,0.22,0.11
LASP1,4986,0.05,0.1,0.4,0.18,0.09
LCMT1,426,0.394,0.1,3,2.5,1.21
LCP2,4154,-0.126,0.1,-1,0.48,0.25
LEMD3,808,-0.024,0.1,-0.2,0.07,0.03
LENG1,272,0.32,0.1,2.3,1.63,0.82
LETMD1,798,0.138,0.1,1.1,0.56,0.28
LIMD1.AS1,290,0.259,0.1,2.4,1.75,0.87
LIMD2,4293,-0.054,0.1,-0.6,0.24,0.12
LINC00667,606,0.336,0.1,2.3,1.71,0.85
LLPH,913,0.062,0.1,0.5,0.22,0.11
LMAN2,2426,0.275,0.1,1.9,1.21,0.62
LONP1,492,-0.082,0.1,-0.7,0.29,0.14
LPCAT1,2578,0.236,0.1,1.6,0.97,0.5
LPCAT3,584,-0.136,0.1,-0.9,0.44,0.22
LPXN,2239,0.421,0.1,3.2,2.85,1.35
LRP10,2058,0.207,0.1,1.7,1.07,0.55
LRPPRC,2375,0.076,0.1,0.6,0.28,0.14
LRRC41,521,0.209,0.1,1.8,1.15,0.59
LRRC42,167,0.427,0.1,2.9,2.39,1.16
LRRC47,841,-0.025,0.1,-0.2,0.06,0.03
LRRC57,238,-0.369,0.1,-2.9,2.43,1.18
LRRC58,1047,0.087,0.1,0.7,0.32,0.16
LRRFIP1,5508,-0.341,0.1,-2.5,1.92,0.95
LSM1,647,0.224,0.1,1.6,0.98,0.5
LSM12,948,0.01,0.1,0.1,0.03,0.01
LSM14B,674,-0.1,0.1,-0.7,0.3,0.15
LSM4,917,0.106,0.1,0.8,0.35,0.17
LSM5,649,0.351,0.1,2.3,1.72,0.86
LSM6,762,0.202,0.1,1.4,0.77,0.4
LTN1,727,-0.192,0.1,-1.5,0.84,0.43
LTV1,512,0.114,0.1,0.9,0.47,0.24
LUC7L2,1214,-0.099,0.1,-1,0.5,0.25
LYPLA2,817,0.042,0.1,0.4,0.14,0.07
LYRM1,497,0.283,0.1,2.5,1.86,0.92
LYRM2,724,-0.029,0.1,-0.2,0.07,0.03
LYSET,292,0.073,0.1,0.5,0.22,0.11
LZIC,848,0.116,0.1,0.8,0.4,0.2
MAEA,852,0.011,0.1,0.1,0.05,0.02
MAF1,1660,0.003,0.1,0,0.01,0
MAGOH,768,0.278,0.1,2.3,1.69,0.85
MAGT1,2031,0.151,0.1,1.4,0.82,0.42
MAML1,774,-0.125,0.1,-1,0.48,0.24
MAN1A1,1865,0.263,0.1,1.9,1.26,0.64
MAN1B1,808,-0.153,0.1,-1.2,0.61,0.31
MAN2A1,1655,-0.023,0.1,-0.2,0.07,0.03
MAN2B2,838,-0.18,0.1,-1.2,0.64,0.33
MAP2K4,758,-0.045,0.1,-0.4,0.18,0.08
MAP2K5,357,0.189,0.1,1.6,0.94,0.48
MAP3K2,2096,-0.27,0.1,-1.9,1.29,0.65
MAP3K7,1008,0.054,0.1,0.5,0.2,0.09
MAPK3,727,-0.153,0.1,-1.1,0.55,0.28
MAPKAP1,1084,0.183,0.1,1.4,0.81,0.42
MAPKAPK2,2168,0.077,0.1,0.6,0.25,0.12
MAPKAPK5,525,-0.207,0.1,-1.6,0.96,0.49
MAPKAPK5.AS1,503,0.165,0.1,1.3,0.68,0.35
MAPRE1,3421,0.201,0.1,1.4,0.76,0.39
MARCHF5,653,0.035,0.1,0.3,0.12,0.06
MARCHF7,3284,0.082,0.1,0.6,0.26,0.13
MARF1,1972,-0.131,0.1,-1.3,0.71,0.36
MATR3,7169,0.251,0.1,2.3,1.64,0.82
MBD4,765,0.176,0.1,1.2,0.63,0.32
MBIP,258,0.231,0.1,1.6,0.95,0.49
MBTD1,549,-0.407,0.1,-2.9,2.44,1.19
MCCC2,620,0.057,0.1,0.4,0.18,0.09
MCM3AP,1225,-0.22,0.1,-1.5,0.89,0.46
MCMBP,2285,0.088,0.1,0.8,0.36,0.18
MCRIP1,550,0.189,0.1,1.5,0.84,0.43
MCRS1,707,-0.037,0.1,-0.3,0.11,0.05
MCU,294,-0.23,0.1,-1.6,0.98,0.5
MCUB,2400,0.372,0.1,2.6,1.97,0.98
MDH1,1852,0.257,0.1,1.9,1.19,0.61
MDH2,2077,0.127,0.1,1,0.49,0.25
MDM1,408,-0.364,0.1,-3.5,3.25,1.53
ME2,1754,-0.011,0.1,-0.1,0.03,0.01
MEA1,868,0.14,0.1,1.1,0.55,0.28
MEAF6,1466,0.339,0.1,2.4,1.74,0.87
MECP2,1015,0.001,0.1,0,0,0
MED10,593,0.237,0.1,2.6,1.98,0.98
MED11,264,0.266,0.1,1.8,1.17,0.6
MED13,1566,0.021,0.1,0.2,0.07,0.03
MED23,690,-0.415,0.1,-2.9,2.41,1.17
MED27,277,0.204,0.1,1.4,0.81,0.42
MED29,906,0.143,0.1,1.1,0.56,0.28
MED30,250,0.133,0.1,1.2,0.61,0.31
MED4,1407,0.271,0.1,2.4,1.83,0.91
MED8,639,0.084,0.1,0.6,0.28,0.14
MEF2D,1021,-0.194,0.1,-1.5,0.84,0.43
MEN1,448,0.153,0.1,1.1,0.55,0.28
MESD,1217,0.245,0.1,2.3,1.62,0.82
METAP1,1088,0.209,0.1,1.7,1.01,0.52
METAP2,1749,0.222,0.1,2,1.29,0.66
METTL23,486,0.241,0.1,2.3,1.69,0.85
METTL2B,335,0.165,0.1,1.2,0.63,0.32
MFF,1045,0.295,0.1,3.4,3.2,1.51
MFN2,1404,0.058,0.1,0.4,0.18,0.09
MFNG,1793,0.011,0.1,0.1,0.04,0.02
MFSD14A,1222,0.033,0.1,0.2,0.09,0.04
MFSD6,827,0.167,0.1,1.1,0.59,0.3
MIA2,814,0.072,0.1,0.7,0.29,0.14
MICU2,1098,0.296,0.1,2.6,2.08,1.02
MIEN1,559,0.196,0.1,1.5,0.89,0.46
MIER1,1702,0.053,0.1,0.5,0.2,0.1
MIER3,431,0.027,0.1,0.2,0.08,0.03
MIF4GD,485,0.014,0.1,0.1,0.04,0.02
MIOS,561,0.081,0.1,0.6,0.24,0.12
MKKS,640,-0.015,0.1,-0.1,0.04,0.02
MKNK2,2145,0.028,0.1,0.2,0.09,0.04
MLF2,1148,-0.036,0.1,-0.3,0.13,0.06
MLH1,538,0.051,0.1,0.5,0.21,0.1
MLLT10,537,0.073,0.1,0.6,0.25,0.12
MMADHC,1615,0.291,0.1,2.1,1.48,0.75
MMGT1,1326,0.127,0.1,0.9,0.41,0.21
MOB1A,8098,-0.007,0.1,0,0.02,0.01
MOB2,395,-0.047,0.1,-0.3,0.13,0.06
MOB3A,2707,-0.06,0.1,-0.6,0.27,0.13
MOB4,1169,0.269,0.1,2.3,1.63,0.82
MORF4L1,6710,0.268,0.1,1.9,1.26,0.64
MORF4L2,1427,0.166,0.1,1.4,0.76,0.39
MPND,208,-0.01,0.1,-0.1,0.02,0.01
MPV17,422,-0.111,0.1,-0.8,0.38,0.19
MRFAP1,3370,-0.075,0.1,-0.5,0.22,0.11
MRGBP,256,0.011,0.1,0.1,0.03,0.01
MRM2,497,0.024,0.1,0.2,0.06,0.03
MRPL14,443,0.321,0.1,2.2,1.56,0.79
MRPL16,593,0.083,0.1,0.7,0.34,0.17
MRPL20,769,0.141,0.1,1.1,0.54,0.28
MRPL24,511,0.241,0.1,1.8,1.1,0.56
MRPL38,509,-0.003,0.1,0,0.01,0
MRPL4,288,0.295,0.1,2,1.36,0.69
MRPL40,328,0.281,0.1,2.3,1.66,0.83
MRPL43,582,0.129,0.1,1,0.51,0.26
MRPL45,753,0.228,0.1,1.6,0.92,0.47
MRPL47,585,0.247,0.1,1.8,1.15,0.59
MRPL55,174,0.003,0.1,0,0.01,0
MRPL58,398,0.119,0.1,0.8,0.37,0.19
MRPL9,846,0.511,0.1,3.4,3.18,1.5
MRPS18C,611,0.332,0.1,2.3,1.64,0.82
MRPS21,935,0.23,0.1,1.8,1.15,0.59
MRPS22,700,0.149,0.1,1.1,0.56,0.28
MRPS26,271,0.177,0.1,1.3,0.73,0.37
MRPS30,612,0.183,0.1,1.3,0.74,0.38
MRPS31,406,0.43,0.1,2.9,2.5,1.21
MRPS34,644,0.046,0.1,0.3,0.13,0.06
MRPS35,1008,0.169,0.1,1.4,0.77,0.39
MRPS5,847,-0.064,0.1,-0.6,0.24,0.12
MRPS7,789,0.242,0.1,1.8,1.13,0.58
MRRF,331,0.057,0.1,0.4,0.17,0.08
MRS2,602,0.193,0.1,1.7,1.04,0.53
MRTFA,1102,-0.461,0.1,-3.5,3.38,1.6
MSL3,1809,-0.187,0.1,-1.7,1.03,0.53
MTDH,3805,-0.036,0.1,-0.3,0.12,0.05
MTF2,779,0.048,0.1,0.3,0.13,0.06
MTIF3,586,-0.053,0.1,-0.4,0.16,0.07
MTMR14,1441,-0.333,0.1,-2.3,1.68,0.84
MTMR6,1395,0.121,0.1,0.8,0.39,0.2
MTPAP,330,-0.199,0.1,-1.5,0.88,0.45
MTX1,354,-0.02,0.1,-0.1,0.05,0.02
MVP,2660,-0.381,0.1,-2.6,2.08,1.02
MYL12A,14500,0.252,0.1,1.7,1.06,0.54
MYL12B,6835,0.244,0.1,1.9,1.24,0.63
MYLIP,635,-0.012,0.1,-0.1,0.03,0.01
MYO1G,2846,-0.184,0.1,-1.5,0.85,0.43
N4BP2L1,935,-0.082,0.1,-0.7,0.31,0.15
NAA20,957,0.05,0.1,0.3,0.13,0.06
NAB1,375,-0.269,0.1,-1.9,1.25,0.63
NACC1,610,0.072,0.1,0.5,0.21,0.1
NAF1,310,0.128,0.1,0.9,0.41,0.21
NAPA,1313,-0.119,0.1,-0.8,0.38,0.19
NARS1,2431,-0.311,0.1,-2.2,1.52,0.77
NBN,1382,-0.157,0.1,-1.4,0.83,0.42
NBR1,3229,-0.033,0.1,-0.3,0.1,0.04
NCBP1,765,0.104,0.1,0.9,0.41,0.2
NCBP2,1475,0.076,0.1,0.8,0.35,0.17
NCK1,1116,0.305,0.1,2.2,1.52,0.77
NCKAP1L,5627,-0.129,0.1,-1,0.47,0.24
NCL,8818,0.119,0.1,0.8,0.38,0.19
NCOA2,1126,-0.109,0.1,-0.8,0.37,0.18
NCOR1,1708,-0.037,0.1,-0.3,0.1,0.05
NDEL1,698,0.033,0.1,0.2,0.09,0.04
NDFIP1,4440,0.277,0.1,1.9,1.2,0.61
NDRG1,1711,0.017,0.1,0.1,0.04,0.02
NDRG3,1078,0.158,0.1,1.2,0.63,0.32
NDUFA10,1253,-0.004,0.1,0,0.01,0
NDUFA9,1276,0.268,0.1,2,1.36,0.69
NDUFAF1,341,0.358,0.1,2.6,2.05,1.01
NDUFB4,1004,0.198,0.1,1.5,0.86,0.44
NDUFB8,1512,0.304,0.1,2.1,1.42,0.72
NDUFC1,382,0.189,0.1,1.4,0.78,0.4
NDUFS1,1082,0.077,0.1,0.6,0.28,0.14
NDUFS2,1382,-0.027,0.1,-0.2,0.08,0.04
NDUFS8,374,0.253,0.1,1.8,1.13,0.58
NECAP2,2660,0.047,0.1,0.4,0.15,0.07
NEDD8,2143,0.14,0.1,0.9,0.46,0.23
NEDD9,748,-0.02,0.1,-0.1,0.05,0.02
NEK9,1805,0.186,0.1,1.6,0.93,0.48
NELFA,334,-0.016,0.1,-0.1,0.05,0.02
NELFB,692,0.134,0.1,1.2,0.64,0.33
NELFCD,784,-0.097,0.1,-0.9,0.43,0.22
NELFE,862,0.18,0.1,1.6,1,0.51
NF1,765,0.041,0.1,0.3,0.13,0.06
NFKB1,1616,-0.123,0.1,-0.8,0.4,0.2
NFKBIL1,166,-0.005,0.1,0,0.01,0.01
